699 0,00436540986375049
11 0,00442569798805079
721 0,00448598609626488
322 0,0132466055205879
388 0,0133068889134667
655 0,0220664822753333
55 0,0221267562619557
765 0,0221870301681534
988 0,0308846419381164
278 0,030944901828293
432 0,0310051616059934
611 0,0397606394330194
99 0,0398208803931389
809 0,0398811212085204
944 0,0485732830840497
234 0,0486335005389691
476 0,0486937178171189
567 0,0574423362939826
143 0,0575025253491242
853 0,0575627141952598
900 0,0662467022031581
190 0,0663068583517113
520 0,066367014259257
523 0,0751060317202384
187 0,0751661500081933
897 0,0752262680229396
856 0,0838993607515581
146 0,0839594367418485
564 0,0840195124269691
479 0,0927461902151406
231 0,0928062188958771
941 0,0928662472392882
812 0,10152572669137
102 0,101585703696621
608 0,101645680332636
435 0,11035728365811
275 0,110417203919678
985 0,110477123779909
768 0,119120276224363
58 0,119180135448819
652 0,119239994240088
391 0,127933793037053
319 0,127993586101478
724 0,136677495523018
14 0,136737218207834
696 0,136796940395646
347 0,145470210177922
363 0,145529857307092
680 0,154191882458466
30 0,154251449887584
740 0,15431101675604
303 0,162961039470883
407 0,163020521972421
636 0,171657948324759
74 0,171717341830778
784 0,17177673471265
969 0,180341499703724
259 0,180400799592549
451 0,180460098825665
592 0,189070219558937
118 0,189129420528958
828 0,189188620811546
925 0,197724927123489
215 0,197784025223722
495 0,197843122605065
548 0,206423239456346
162 0,206482229337811
872 0,206541218468769
881 0,215046390970821
171 0,215105268762141
539 0,215164145771612
504 0,223711569880679
206 0,223770330187178
916 0,223829089680333
837 0,232300462998533
127 0,232359102029658
583 0,23241774021622
460 0,240929792968189
250 0,240988305285259
960 0,241046816726401
793 0,249481736078867
83 0,249540117973338
627 0,249598498960799
416 0,258072512825555
294 0,258130758816447
749 0,266584825897996
39 0,266642932359937
671 0,266701037852704
372 0,275134357220865
338 0,275192318632293
705 0,283604372643374
5 0,283662185463226
715 0,283719997252043
328 0,292109979267175
382 0,292167637935036
661 0,300535042683412
49 0,300592543743637
759 0,30065004371129
994 0,308936720119964
284 0,308994059098137
426 0,309051396953201
617 0,317371530238942
93 0,317428701519702
803 0,317485871646694
950 0,325724305277447
240 0,325781305535148
470 0,325838304608723
573 0,334108559045957
137 0,334165382630761
847 0,334222205000964
906 0,342409814071182
196 0,342466457745517
514 0,342523100175079
529 0,350740884009102
181 0,350797342090421
891 0,350853798896688
862 0,358988017551296
152 0,359044286891116
558 0,359100554925907
485 0,367263292845397
225 0,367319367730245
935 0,367375441279988
818 0,375453720395545
108 0,375509597767012
602 0,375565473773604
441 0,383670607717673
269 0,383726281833151
979 0,383781954553889
774 0,391801762537437
64 0,39185723042955
646 0,391912696897368
397 0,39995768685722
313 0,400012942756024
730 0,408027020783312
20 0,408082061813392
690 0,408137101360205
353 0,416119426175127
357 0,416174246541013
686 0,424124410417856
24 0,424179007336997
734 0,424233602714363
309 0,432150760861815
401 0,432205128515029
642 0,440088886797569
68 0,440143022496041
778 0,440197156594712
975 0,447992767443075
265 0,448046666974262
445 0,448100564876922
598 0,455915446931666
112 0,455969104444276
822 0,456022760299563
931 0,463748750063189
221 0,463802163010418
489 0,463855574271853
554 0,471599131049926
156 0,471652293561339
866 0,471705454358424
887 0,479359401845744
177 0,479412311470322
533 0,479465219352366
510 0,487135024157002
200 0,487187675007006
910 0,487240324086215
843 0,494819830682466
133 0,49487222040343
577 0,494924608325669
466 0,502518257572694
244 0,502570380261423
954 0,502622501123445
799 0,51012519154235
89 0,510177044941669
621 0,510228896486633
422 0,517744010457709
288 0,517795588650813
998 0,517847164961872
755 0,525270687990015
45 0,52532198881773
665 0,525373287736042
378 0,532807511324426
332 0,532858528858193
711 0,540251573688821
1 0,54030230586814
709 0,540353036083606
334 0,547704039532204
376 0,547754480418621
667 0,555063153888291
43 0,555113301520626
753 0,555163447135275
290 0,562428926766744
420 0,562478775198509
623 0,569700786895362
87 0,569750334265312
797 0,569799879564375
956 0,576928316050425
246 0,576977558503058
464 0,577026798858534
579 0,584159885529012
131 0,584208817109289
841 0,584257746566126
912 0,591296756454093
202 0,591345375451585
508 0,591393992299697
535 0,598435918557807
175 0,5984842190141
885 0,598532517295065
868 0,605479894680992
158 0,60552787498699
552 0,605575853092059
491 0,612524412119903
219 0,612572066315684
929 0,612619718284932
824 0,619473285980904
114 0,61952061255921
596 0,619567936885727
447 0,626420951125085
263 0,626467944126354
973 0,626514934850582
780 0,633272545067016
70 0,6333192030863
640 0,63336585880364
403 0,640121180638375
307 0,640167497718337
736 0,646873347490196
26 0,64691932232864
684 0,646965294815709
359 0,653620807244793
351 0,653666433888477
692 0,660271430994195
18 0,66031670824408
728 0,660361983093894
315 0,666915600394842
395 0,666960522303647
648 0,673462596851366
62 0,673507162323586
772 0,673551725347791
981 0,679957188162492
271 0,680001393730288
439 0,680045596826464
604 0,686442711178478
106 0,686486550906984
816 0,686530388140298
937 0,692830613440352
227 0,692874086389823
483 0,692917556820885
560 0,699207706232195
150 0,699250806478375
860 0,699293904182968
893 0,705486917586731
183 0,705529644294206
527 0,705572368437272
516 0,711753581683844
194 0,711795928940826
904 0,711838273610623
849 0,717922134334805
139 0,717964101410472
571 0,718006065876535
472 0,724076405873044
238 0,72411798686993
948 0,724159565234843
805 0,730132366702715
95 0,73017356099482
615 0,730214752632942
428 0,736172317039821
282 0,736213118745846
992 0,736253917775936
761 0,74211378821482
51 0,742154196813783
659 0,742194602715217
384 0,74803752453482
326 0,748077534163434
717 0,753862644100839
7 0,753902254343305
703 0,75394186184554
340 0,759668310007225
370 0,759707515020103
673 0,765375252472541
37 0,765414051945343
747 0,765452848636074
296 0,771061028570027
414 0,771099416680996
629 0,776648005477575
81 0,776685982021631
791 0,776723955742645
962 0,782174547920253
252 0,782212109942271
458 0,782249669121161
585 0,787677370430116
125 0,787714512144234
835 0,787751650995225
918 0,793081338208734
208 0,793118059567917
502 0,793154778044331
541 0,798459890917946
169 0,798496186162556
879 0,798532478504848
874 0,803739590522466
164 0,803775459710974
546 0,803811325977977
497 0,808992187885632
213 0,80902762528643
923 0,809063059746633
830 0,814145964749512
120 0,814180970526562
590 0,814215973344285
453 0,819270960693464
257 0,819305529144982
967 0,819340094618548
786 0,824297199712171
76 0,824331331107558
634 0,824365459506724
409 0,829292988151819
301 0,829326676820903
742 0,834190114188975
32 0,83422336050651
678 0,83425660379187
365 0,839055129530626
345 0,83908792785983
698 0,84382160791163
12 0,843853958732492
722 0,843886306486174
321 0,848554325543618
389 0,848586223254512
654 0,853188662536583
56 0,853220107722584
766 0,853251549807362
987 0,857756609092839
277 0,857787599307056
433 0,857818586403449
610 0,862288342590921
100 0,862318872287684
810 0,862349398850152
943 0,866721987351156
233 0,866752057272636
477 0,866782124043708
566 0,871117796392298
144 0,871147401032343
854 0,871177002506005
899 0,875415749928926
189 0,875444890134275
521 0,875474027157621
522 0,8796742569426
188 0,879702927248347
898 0,879731594356612
855 0,883835172351318
145 0,8838633737085
565 0,88389157185308
478 0,88795504279508
232 0,887982769781749
942 0,888010493540843
811 0,891977616116962
101 0,89200486978816
609 0,892032120217163
434 0,89595755889467
276 0,895984333873104
986 0,896011105594878
767 0,89984052952481
57 0,899866826969194
653 0,899893121142807
390 0,903679297391231
320 0,903705111970614
723 0,90742144847379
13 0,907446781450196
697 0,90747211112828
346 0,911117838425468
364 0,911142684515958
679 0,91471799723502
31 0,914742357804531
741 0,914766715049203
302 0,918270850887274
408 0,918294720702536
635 0,921727889196314
75 0,921751269724749
785 0,921774646902869
968 0,925113203723994
258 0,925136093146258
452 0,925158979205905
591 0,92844892757877
119 0,928471320739076
829 0,928493710524642
924 0,931689515235779
214 0,931711413754233
496 0,931733308886168
547 0,934879006125203
163 0,93490040489975
873 0,934921800276189
880 0,937973851367416
170 0,937994752119442
540 0,938015649462111
503 0,941016109760205
207 0,941036507442989
917 0,94105690170536
836 0,943964242716651
126 0,943984139152314
584 0,944004032156851
459 0,946858315221642
251 0,946877705420381
961 0,946897092177476
792 0,949658811998442
82 0,949677697882543
628 0,949696580314825
415 0,952403791663366
295 0,952422168301506
748 0,955055774633264
38 0,955073644047295
672 0,955091509989893
371 0,95765080122897
339 0,957668158547592
704 0,960153439306371
6 0,960170286650366
716 0,960187130504403
327 0,962597699596405
383 0,962614032156025
660 0,96495020849782
50 0,964966028492113
760 0,964981844979017
993 0,967227630295342
283 0,967242936493283
427 0,967258239175559
616 0,96944457898311
94 0,969459366669988
804 0,969474150833144
949 0,971570784641916
239 0,9715850561827
471 0,971599324192036
572 0,97363514230426
138 0,973648893049518
848 0,973662640255827
905 0,975609465508272
195 0,975622697919444
515 0,975635926784494
528 0,977520585211205
182 0,977533294705597
892 0,977546000646921
861 0,979342407241676
151 0,979354596376429
559 0,979366781951493
484 0,981099690073336
226 0,981111354333927
936 0,981123015028444
817 0,982768440002753
107 0,982779582041221
603 0,982790720507552
440 0,984371335261093
270 0,984381950632505
980 0,984392562425956
773 0,985886490132088
63 0,98589658158255
647 0,985906669449545
396 0,987334495497458
314 0,987344058653017
729 0,9886955804867
19 0,988704618186669
691 0,988713652292966
352 0,989988242179262
358 0,98999675012204
685 0,991194830746255
25 0,991202811863474
735 0,991210789377939
308 0,992331743668192
402 0,992339193731948
641 0,993383457688949
69 0,993390379722272
779 0,99339729814489
974 0,994357872087158
264 0,994364265551414
446 0,994370655401426
597 0,995260775436949
113 0,995266636217131
823 0,99527249337979
930 0,996079839617423
220 0,996085170871722
490 0,996090498505521
553 0,996826195671344
157 0,996830993361718
867 0,996835787428882
886 0,997489652953534
176 0,997493920327152
534 0,997498184075151
509 0,998079227816505
201 0,998082960913557
