911 0,99808669038285
842 0,998586870284374
132 0,998590072439991
578 0,998593270966005
465 0,99901947919383
245 0,999022146527674
955 0,999024810230343
798 0,999371147761009
88 0,999373283695125
622 0,99937541599679
421 0,9996466551448
289 0,999648255879538
999 0,999649852980826
754 0,999842239604441
44 0,999843308647691
666 0,999844374056783
377 0,999960559123319
333 0,999961092757309
710 0,999999998182636
0 1
