710 6,02887066915862E-05
688 0,00879102292935224
377 0,00888145245887885
311 0,0176717854673709
44 0,0177019251054136
754 0,0177622043332153
644 0,0264908865234459
421 0,0265812877380511
977 0,0353079262048189
267 0,035368177256176
88 0,0353983027336607
798 0,0354585535921052
600 0,0441824483318732
465 0,0442727929013797
933 0,0529932813730905
223 0,0530534852699353
132 0,0530835871460582
842 0,0531437907535685
556 0,0618601641251456
509 0,061950423737128
889 0,0706620293635188
179 0,0707221672389912
176 0,0707522360803452
886 0,0708123735701518
512 0,0795184940128763
553 0,0796086403815333
845 0,0883086330960715
135 0,0883686861040014
220 0,0883987124875315
930 0,0884587650135854
468 0,0971519041798862
597 0,0972419090549049
801 0,105927562430343
91 0,105987511751157
264 0,106017486267114
974 0,106077435009992
424 0,114754868620406
641 0,114844703795815
757 0,123513295898607
47 0,123573122745224
308 0,123603036000113
380 0,132321870869828
685 0,132411508192838
713 0,141060322436146
3 0,141120008059867
352 0,141149850679391
336 0,149847405733478
19 0,149877209662952
729 0,149936817113301
669 0,158563143108326
396 0,158652431436708
292 0,167325981011839
63 0,167355700302807
773 0,167415138428496
625 0,176016272833866
440 0,176105293265966
958 0,184692868040203
248 0,184752119221718
107 0,184781744560667
817 0,184840994734816
581 0,193414242103768
484 0,193502966742123
914 0,202061314556104
204 0,202120359312791
151 0,202149881415654
861 0,202208925070282
537 0,210751598695369
528 0,210839999735211
870 0,21936643855075
160 0,219425258379005
195 0,219454667994064
905 0,219513486625911
493 0,228022909380968
572 0,228110959118941
826 0,236602816897581
116 0,236661393364286
239 0,236690681275077
949 0,236749256451402
449 0,24522276163051
616 0,245310432473349
782 0,253765048013733
72 0,253823362762036
283 0,253852519790234
993 0,253910833154589
405 0,262345765307778
660 0,262433029780957
738 0,270847753552801
28 0,270905788307869
327 0,270934805316165
361 0,27938655435957
704 0,279473385115912
694 0,287845580090321
371 0,287932184560032
317 0,296339788497322
38 0,296368578709385
748 0,296426158325571
650 0,304753200801439
415 0,304839330837155
983 0,313142898892067
273 0,31320015487067
82 0,313228782433085
792 0,313286036704014
606 0,32156531713025
459 0,321650945740306
939 0,329905456950161
229 0,329962369732397
126 0,329990825673782
836 0,330047736656955
562 0,338276660450267
503 0,338361760800138
895 0,346564628343888
185 0,346621180094276
170 0,34664945549703
880 0,346706005357531
518 0,354881993715524
547 0,354966539136231
851 0,363115192377059
141 0,363171365373259
214 0,363199451376361
924 0,36325562239244
474 0,37137611310177
591 0,371460077098241
807 0,379551962389156
97 0,379607739027522
258 0,379635626829303
968 0,379691401397937
430 0,387753849637261
635 0,387837205896633
763 0,395869787380736
53 0,395925150181834
302 0,395952831042741
386 0,404010070822628
679 0,40409279322249
719 0,412063553627671
9 0,412118485241757
346 0,412145950487085
342 0,420139682239307
13 0,420167036826641
723 0,42022174485589
675 0,428128186283695
390 0,428209910518769
298 0,436137629146049
57 0,436164755247825
767 0,436219006262347
631 0,444058650970779
434 0,44413967697055
964 0,451945118600104
254 0,451998898062983
101 0,452025787178351
811 0,452079564176817
587 0,459849955356812
478 0,459930257729134
920 0,467665229663012
210 0,467718518342759
145 0,467745162045133
855 0,467798448174763
543 0,475497150720118
522 0,475576704299615
876 0,483238782531393
166 0,483291563728257
189 0,483317953667963
899 0,483370732229804
499 0,490995333500293
566 0,49107411335625
832 0,498660896723128
122 0,498713153896394
233 0,498739281803281
943 0,498791536257446
455 0,506339646834901
610 0,506417628279074
788 0,513926739214361
78 0,513978455987535
277 0,514004313673569
987 0,514056027644415
411 0,521525282081529
654 0,521602440675882
744 0,529031525954084
34 0,529082686120024
321 0,529108265481853
367 0,536547480324732
698 0,536623791889095
700 0,543970523363376
365 0,544046403910865
323 0,551401533867395
32 0,551426681241691
742 0,551476974487044
656 0,558739049818823
409 0,558814047606382
989 0,566033087778627
279 0,566082787706044
76 0,56610763689818
786 0,566157333739194
612 0,573332477119663
453 0,573406568644281
945 0,580537552961622
235 0,580586640989645
120 0,580611184212314
830 0,580660269074858
568 0,587746231938178
497 0,587819393980854
901 0,594860087716138
191 0,594908548461427
164 0,594932778023209
874 0,594981235524936
524 0,6019757972529
541 0,602048006885914
857 0,608996203607496
147 0,609044021883292
208 0,60906793019106
918 0,609115745146227
480 0,616016713764164
585 0,616087948358266
813 0,622941470621466
103 0,622988631442349
252 0,623012211003653
962 0,62305936842788
436 0,629864581291579
629 0,62993481852308
769 0,636691518552554
59 0,636738007139138
296 0,636761250564552
392 0,643515060152966
673 0,643584278010732
725 0,650242038373552
15 0,650287840157117
340 0,650310740162553
348 0,65696387252434
7 0,656986598718789
717 0,657032049316691
681 0,663588783585907
384 0,66365643362196
304 0,670206803780506
51 0,670229175843375
761 0,670273918142016
637 0,676727571550509
428 0,676794148633261
970 0,683195680112787
260 0,683239703815851
95 0,683261714736121
805 0,683305734714038
593 0,689654284798449
472 0,689719768063795
926 0,696015200687783
216 0,696058488344911
139 0,696080131224742
849 0,696123415086836
549 0,702364872321367
516 0,702429241247985
882 0,708616602136733
172 0,708659140182323
183 0,708680408239208
893 0,708722942421065
505 0,71485535084097
560 0,71491858525675
838 0,720995935398368
128 0,721037710501732
227 0,721058597070632
937 0,721100368242774
461 0,727121806057315
604 0,727183886145685
794 0,73314932100375
84 0,733190320073292
271 0,733210818608718
981 0,733251813680783
417 0,739160393875491
648 0,739221300181626
750 0,745072950292026
40 0,745113160479349
315 0,745133264557413
373 0,750967341610289
