692 0,751027055047206
706 0,756763086604003
359 0,75682219862836
329 0,762538949168494
26 0,762558450479603
736 0,762597451023033
662 0,768216066453146
403 0,768273957711787
995 0,773833405399924
285 0,773871590208432
70 0,773890681557889
780 0,773928862147125
618 0,779428300673652
447 0,779484953024459
951 0,784924360326764
241 0,784961713276403
114 0,78498038868131
824 0,785017737351215
574 0,790396275545238
491 0,790451671234344
907 0,795769333534644
197 0,795805842919647
158 0,795824096527455
868 0,795860601573602
530 0,801116553894274
535 0,801170675561627
863 0,806364926396529
153 0,806400580775486
202 0,80641840686583
912 0,806454056848169
486 0,811585776170937
579 0,811638606855743
819 0,816707818436872
109 0,816742606636317
246 0,816759999622809
956 0,81679478336925
442 0,821800661502034
623 0,82185218464807
775 0,82679476837219
65 0,826828679490103
290 0,826845633922081
398 0,831758008719173
667 0,831808208179977
731 0,836622615126832
21 0,836655638536056
334 0,836672149100295
354 0,841454697361953
1 0,841470984807897
711 0,841503557405881
687 0,846188278823602
378 0,846236465697545
310 0,85088768865586
45 0,850903524534118
755 0,850935193971019
643 0,855488761748938
422 0,855535586422428
976 0,86002326542427
266 0,86005402646457
89 0,860069405812453
799 0,860100162163617
599 0,864521149292347
466 0,864566597091342
932 0,86892099985179
222 0,868950838216349
133 0,868965756214236
843 0,868995589841154
555 0,873282610859792
510 0,873326667541738
888 0,877546429466277
178 0,877575335804269
177 0,877589787777116
887 0,877618689330446
511 0,88177040076075
554 0,881813052519044
844 0,885896851207271
134 0,885924816459948
221 0,885938797878757
931 0,885966758301253
467 0,889981859068666
598 0,890023092536986
800 0,893969648197021
90 0,893996663600558
265 0,894010170083794
975 0,894037180613142
423 0,897914412454527
642 0,897954214711015
756 0,901762290560574
46 0,901788347648809
309 0,901801374963775
379 0,905565574993298
686 0,905603933564616
712 0,909272336218588
2 0,909297426825682
353 0,909309970889841
335 0,912932948942968
20 0,912945250727628
730 0,912969851808205
668 0,916497431652644
397 0,916533604797894
291 0,920014225495965
64 0,920026038196791
774 0,920049661090399
624 0,923435312642794
441 0,923470012926003
957 0,926784543145986
247 0,926807185502688
108 0,926818505417785
818 0,926841142721418
580 0,930083804977129
485 0,930117021523828
913 0,933288050458922
203 0,93330970016696
152 0,933320523748862
862 0,93334216836838
536 0,936440825133138
529 0,936472547533836
869 0,939499081438417
159 0,939519731713148
196 0,939530055569931
906 0,939550700722286
492 0,942504380930653
573 0,942534599244099
825 0,945415689654786
115 0,94543533402477
240 0,945445154921117
950 0,945464794136474
448 0,948272572156159
617 0,948301276912455
781 0,951036020945343
71 0,951054653254375
284 0,951063968112585
994 0,951082595236354
404 0,953743591158287
661 0,953770773361859
737 0,956358313995467
27 0,956375928404503
328 0,956384734305463
360 0,958915723414307
705 0,958941374546723
693 0,961380900890567
372 0,961405786063648
316 0,963787348067422
39 0,963795386284088
749 0,963811460090061
649 0,96610220763878
416 0,966125549876362
982 0,968341890464023
272 0,968356938434724
83 0,968364461100185
793 0,968379503791295
605 0,970520754664225
460 0,970542546651256
938 0,972609050320648
228 0,972623062485624
127 0,972630067242408
837 0,972644074104534
561 0,974635157270686
504 0,974655392177934
894 0,976571411322549
184 0,976584383290629
171 0,976590867943566
881 0,976603834587201
517 0,978444126075546
548 0,978462797561741
850 0,980227731734316
140 0,980239659440312
215 0,980245621957223
925 0,980257544318844
473 0,981946467413859
592 0,98196356962768
806 0,983576865728372
96 0,983587745434345
259 0,983593183946681
969 0,983604058290028
429 0,985141083712425
636 0,985156611294333
762 0,986617763744047
52 0,986627592040485
303 0,986632504843911
385 0,988026973833747
680 0,988040921917668
718 0,989349472816496
8 0,989358246623382
347 0,989362632178309
341 0,990603233389774
14 0,99060735569487
724 0,990615597604618
674 0,991771136875341
391 0,991782710375187
297 0,992869055025318
58 0,992872648084537
768 0,992879831496356
630 0,993881997012951
435 0,993891981023895
963 0,994817600584456
253 0,994823728671067
102 0,994826791358406
812 0,994832914021138
586 0,995681391722267
479 0,995689783115493
919 0,996461576338365
209 0,996466641766108
146 0,996469173121774
856 0,996474233116682
542 0,997168757104107
523 0,997175553249897
875 0,997793278268432
165 0,997797279449891
190 0,9977992786806
900 0,99780327442197
498 0,998343627043885
567 0,998348825812446
831 0,998812289042307
121 0,99881522472358
234 0,998816691202808
944 0,998819621438444
454 0,999205633357683
611 0,999209233119809
787 0,999518289319636
77 0,999520158580731
278 0,99952109184891
988 0,999522955660526
410 0,999754505907631
655 0,999756505535219
743 0,999911057852144
33 0,999911860107267
322 0,999912259871926
366 0,999990072686563
699 0,999990471552965
